"특성별(1)","특성별(2)","경험및변화별(1)",경험및변화별(2),품목군별(1),2022,2023,2024
"가구주성별","남성","구입 경험 (%)",구입 없음,소스/양념류,11.5,21.2,9.4
"가구주성별","남성","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,17.6,21.4,11.9
"가구주성별","남성","구입 경험 (%)",구입 있음,즉석 밥류,87.7,84.5,91.0
"가구주성별","남성","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,84.5,77.5,88.3
"가구주성별","남성","구입 경험 (%)",구입 있음,죽/스프류,69.1,57.1,71.6
"가구주성별","남성","구입 경험 (%)",구입 있음,만두/피자류,94.6,87.5,95.2
"가구주성별","남성","구입 경험 (%)",구입 있음,육류,78.4,66.3,81.7
"가구주성별","남성","구입 경험 (%)",구입 있음,수산물,64.8,62.9,75.4
"가구주성별","남성","구입 경험 (%)",구입 있음,소스/양념류,88.5,78.8,90.6
"가구주성별","남성","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,82.4,78.6,88.1
"가구주성별","남성","구입 변화",매우 감소 (%),즉석 밥류,4.3,4.1,4.3
"가구주성별","남성","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.6,8.3,7.1
"가구주성별","남성","구입 변화",매우 감소 (%),죽/스프류,10.5,17.2,14.9
"가구주성별","남성","구입 변화",매우 감소 (%),만두/피자류,4.2,4.3,2.9
"가구주성별","남성","구입 변화",매우 감소 (%),육류,8.4,13.8,11.7
"가구주성별","남성","구입 변화",매우 감소 (%),수산물,10.8,13.2,13.1
"가구주성별","남성","구입 변화",매우 감소 (%),소스/양념류,5.6,12.1,8.4
"가구주성별","남성","구입 변화",매우 감소 (%),즉석 떡볶이/면류,6.6,6.2,7.0
"가구주성별","남성","구입 변화",약간 감소 (%),즉석 밥류,7.8,16.1,12.5
"가구주성별","남성","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,12.8,22.5,18.0
"가구주성별","남성","구입 변화",약간 감소 (%),죽/스프류,21.5,28.7,23.3
"가구주성별","남성","구입 변화",약간 감소 (%),만두/피자류,11.6,15.0,11.9
"가구주성별","남성","구입 변화",약간 감소 (%),육류,18.8,25.1,20.8
"가구주성별","남성","구입 변화",약간 감소 (%),수산물,21.6,26.9,18.5
"가구주성별","남성","구입 변화",약간 감소 (%),소스/양념류,18.4,25.3,22.3
"가구주성별","남성","구입 변화",약간 감소 (%),즉석 떡볶이/면류,16.5,17.7,19.8
"가구주성별","남성","구입 변화",비슷 (%),즉석 밥류,63.9,58.3,59.3
"가구주성별","남성","구입 변화",비슷 (%),즉석 국류/찌개/탕류,52.2,47.4,44.3
"가구주성별","남성","구입 변화",비슷 (%),죽/스프류,52.4,44.2,51.0
"가구주성별","남성","구입 변화",비슷 (%),만두/피자류,53.4,52.7,53.4
"가구주성별","남성","구입 변화",비슷 (%),육류,57.1,48.2,49.6
"가구주성별","남성","구입 변화",비슷 (%),수산물,52.4,44.0,51.5
"가구주성별","남성","구입 변화",비슷 (%),소스/양념류,58.9,50.8,54.2
"가구주성별","남성","구입 변화",비슷 (%),즉석 떡볶이/면류,57.7,53.2,53.1
"가구주성별","남성","구입 변화",약간 증가 (%),즉석 밥류,22.9,21.2,22.7
"가구주성별","남성","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,29.8,21.6,26.9
"가구주성별","남성","구입 변화",약간 증가 (%),죽/스프류,15.4,9.8,10.4
"가구주성별","남성","구입 변화",약간 증가 (%),만두/피자류,29.1,26.4,28.9
"가구주성별","남성","구입 변화",약간 증가 (%),육류,14.7,12.5,15.2
"가구주성별","남성","구입 변화",약간 증가 (%),수산물,13.9,15.4,15.3
"가구주성별","남성","구입 변화",약간 증가 (%),소스/양념류,16.4,11.8,13.1
"가구주성별","남성","구입 변화",약간 증가 (%),즉석 떡볶이/면류,18.0,22.2,19.1
"가구주성별","남성","구입 변화",매우 증가 (%),즉석 밥류,1.1,0.3,1.3
"가구주성별","남성","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.6,0.2,3.7
"가구주성별","남성","구입 변화",매우 증가 (%),죽/스프류,0.3,0.1,0.3
"가구주성별","남성","구입 변화",매우 증가 (%),만두/피자류,1.6,1.5,2.9
"가구주성별","남성","구입 변화",매우 증가 (%),육류,1.1,0.5,2.8
"가구주성별","남성","구입 변화",매우 증가 (%),수산물,1.4,0.4,1.5
"가구주성별","남성","구입 변화",매우 증가 (%),소스/양념류,0.7,0.0,2.0
"가구주성별","남성","구입 변화",매우 증가 (%),즉석 떡볶이/면류,1.2,0.6,1.1
"가구주성별","남성","구입 변화",평균 (점),즉석 밥류,3.09,2.97,3.04
"가구주성별","남성","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.13,2.83,3.02
"가구주성별","남성","구입 변화",평균 (점),죽/스프류,2.73,2.47,2.58
"가구주성별","남성","구입 변화",평균 (점),만두/피자류,3.12,3.06,3.17
"가구주성별","남성","구입 변화",평균 (점),육류,2.81,2.61,2.77
"가구주성별","남성","구입 변화",평균 (점),수산물,2.74,2.63,2.74
"가구주성별","남성","구입 변화",평균 (점),소스/양념류,2.88,2.62,2.78
"가구주성별","남성","구입 변화",평균 (점),즉석 떡볶이/면류,2.91,2.93,2.88
"가구주성별","여성","구입 경험 (%)",구입 없음,즉석 밥류,11.3,18.0,14.5
"가구주성별","여성","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,12.6,21.2,15.1
"가구주성별","여성","구입 경험 (%)",구입 없음,죽/스프류,29.2,36.6,35.0
"가구주성별","여성","구입 경험 (%)",구입 없음,만두/피자류,6.5,11.3,6.4
"가구주성별","여성","구입 경험 (%)",구입 없음,육류,17.9,31.8,27.1
"가구주성별","여성","구입 경험 (%)",구입 없음,수산물,31.2,38.2,34.0
"가구주성별","여성","구입 경험 (%)",구입 없음,소스/양념류,11.6,25.1,16.2
"가구주성별","여성","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,16.2,19.0,17.0
"가구주성별","여성","구입 경험 (%)",구입 있음,즉석 밥류,88.7,82.0,85.5
"가구주성별","여성","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,87.4,78.8,84.9
"가구주성별","여성","구입 경험 (%)",구입 있음,죽/스프류,70.8,63.4,65.0
"가구주성별","여성","구입 경험 (%)",구입 있음,만두/피자류,93.5,88.7,93.6
"가구주성별","여성","구입 경험 (%)",구입 있음,육류,82.1,68.2,72.9
"가구주성별","여성","구입 경험 (%)",구입 있음,수산물,68.8,61.8,66.0
"가구주성별","여성","구입 경험 (%)",구입 있음,소스/양념류,88.4,74.9,83.8
"가구주성별","여성","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,83.8,81.0,83.0
"가구주성별","여성","구입 변화",매우 감소 (%),즉석 밥류,2.7,3.6,5.0
"가구주성별","여성","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.7,6.3,7.9
"가구주성별","여성","구입 변화",매우 감소 (%),죽/스프류,12.5,13.4,11.4
"가구주성별","여성","구입 변화",매우 감소 (%),만두/피자류,2.5,4.3,2.7
"가구주성별","여성","구입 변화",매우 감소 (%),육류,9.2,14.6,9.8
"가구주성별","여성","구입 변화",매우 감소 (%),수산물,9.1,16.3,10.4
"가구주성별","여성","구입 변화",매우 감소 (%),소스/양념류,7.8,11.1,7.1
"가구주성별","여성","구입 변화",매우 감소 (%),즉석 떡볶이/면류,5.4,4.7,6.5
"가구주성별","여성","구입 변화",약간 감소 (%),즉석 밥류,6.0,13.3,13.4
"가구주성별","여성","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,12.9,25.4,18.4
"가구주성별","여성","구입 변화",약간 감소 (%),죽/스프류,20.1,34.3,24.5
"가구주성별","여성","구입 변화",약간 감소 (%),만두/피자류,12.8,14.6,12.9
"가구주성별","여성","구입 변화",약간 감소 (%),육류,16.0,27.9,20.9
"가구주성별","여성","구입 변화",약간 감소 (%),수산물,25.9,27.2,23.4
"가구주성별","여성","구입 변화",약간 감소 (%),소스/양념류,20.8,25.6,18.3
"가구주성별","여성","구입 변화",약간 감소 (%),즉석 떡볶이/면류,16.2,17.6,21.1
"가구주성별","여성","구입 변화",비슷 (%),즉석 밥류,53.5,64.8,58.5
"가구주성별","여성","구입 변화",비슷 (%),즉석 국류/찌개/탕류,55.4,48.9,44.6
"가구주성별","여성","구입 변화",비슷 (%),죽/스프류,54.4,44.1,51.8
"가구주성별","여성","구입 변화",비슷 (%),만두/피자류,50.1,58.5,55.7
"가구주성별","여성","구입 변화",비슷 (%),육류,56.4,48.3,53.1
"가구주성별","여성","구입 변화",비슷 (%),수산물,52.5,42.0,52.4
"가구주성별","여성","구입 변화",비슷 (%),소스/양념류,57.1,50.9,59.8
"가구주성별","여성","구입 변화",비슷 (%),즉석 떡볶이/면류,61.4,61.8,58.1
"가구주성별","여성","구입 변화",약간 증가 (%),즉석 밥류,36.6,18.3,21.4
"가구주성별","여성","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,26.2,19.2,22.7
"가구주성별","여성","구입 변화",약간 증가 (%),죽/스프류,12.2,8.3,11.5
"가구주성별","여성","구입 변화",약간 증가 (%),만두/피자류,32.9,21.8,27.4
"가구주성별","여성","구입 변화",약간 증가 (%),육류,18.0,8.3,11.4
"가구주성별","여성","구입 변화",약간 증가 (%),수산물,11.8,14.4,12.6
"가구주성별","여성","구입 변화",약간 증가 (%),소스/양념류,13.8,11.6,13.7
"가구주성별","여성","구입 변화",약간 증가 (%),즉석 떡볶이/면류,15.1,15.0,12.5
"가구주성별","여성","구입 변화",매우 증가 (%),즉석 밥류,1.2,0.0,1.7
"가구주성별","여성","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.9,0.2,6.4
"가구주성별","여성","구입 변화",매우 증가 (%),죽/스프류,0.8,0.0,0.7
"가구주성별","여성","구입 변화",매우 증가 (%),만두/피자류,1.7,0.8,1.2
"가구주성별","여성","구입 변화",매우 증가 (%),육류,0.4,1.0,4.8
"가구주성별","여성","구입 변화",매우 증가 (%),수산물,0.7,0.1,1.2
"가구주성별","여성","구입 변화",매우 증가 (%),소스/양념류,0.6,0.9,1.1
"가구주성별","여성","구입 변화",매우 증가 (%),즉석 떡볶이/면류,1.9,0.9,1.8
"가구주성별","여성","구입 변화",평균 (점),즉석 밥류,3.27,2.98,3.01
"가구주성별","여성","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.10,2.82,3.01
"가구주성별","여성","구입 변화",평균 (점),죽/스프류,2.69,2.47,2.66
"가구주성별","여성","구입 변화",평균 (점),만두/피자류,3.18,3.00,3.12
"가구주성별","여성","구입 변화",평균 (점),육류,2.84,2.53,2.81
"가구주성별","여성","구입 변화",평균 (점),수산물,2.69,2.55,2.71
"가구주성별","여성","구입 변화",평균 (점),소스/양념류,2.79,2.66,2.83
"가구주성별","여성","구입 변화",평균 (점),즉석 떡볶이/면류,2.92,2.90,2.82
"가구주연령","20대","구입 경험 (%)",구입 없음,즉석 밥류,1.1,2.6,3.3
"가구주연령","20대","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,1.8,2.4,11.3
"가구주연령","20대","구입 경험 (%)",구입 없음,죽/스프류,22.1,24.3,24.1
"가구주연령","20대","구입 경험 (%)",구입 없음,만두/피자류,0.0,2.8,6.3
"가구주연령","20대","구입 경험 (%)",구입 없음,육류,12.3,25.1,29.4
"가구주연령","20대","구입 경험 (%)",구입 없음,수산물,26.4,26.7,32.0
"가구주연령","20대","구입 경험 (%)",구입 없음,소스/양념류,9.5,8.1,10.3
"가구주연령","20대","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,2.4,8.8,13.0
"가구주연령","20대","구입 경험 (%)",구입 있음,즉석 밥류,98.9,97.4,96.7
"가구주연령","20대","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,98.2,97.6,88.7
"가구주연령","20대","구입 경험 (%)",구입 있음,죽/스프류,77.9,75.7,75.9
"가구주연령","20대","구입 경험 (%)",구입 있음,만두/피자류,100.0,97.2,93.7
"가구주연령","20대","구입 경험 (%)",구입 있음,육류,87.7,74.9,70.6
"가구주연령","20대","구입 경험 (%)",구입 있음,수산물,73.6,73.3,68.0
"가구주연령","20대","구입 경험 (%)",구입 있음,소스/양념류,90.5,91.9,89.7
"가구주연령","20대","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,97.6,91.2,87.0
"가구주연령","20대","구입 변화",매우 감소 (%),즉석 밥류,1.9,1.3,1.0
"가구주연령","20대","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,2.2,2.8,2.6
"가구주연령","20대","구입 변화",매우 감소 (%),죽/스프류,4.9,10.3,7.7
"가구주연령","20대","구입 변화",매우 감소 (%),만두/피자류,5.5,0.0,0.0
"가구주연령","20대","구입 변화",매우 감소 (%),육류,4.6,14.9,4.0
"가구주연령","20대","구입 변화",매우 감소 (%),수산물,3.7,18.8,6.8
"가구주연령","20대","구입 변화",매우 감소 (%),소스/양념류,6.7,6.9,9.4
"가구주연령","20대","구입 변화",매우 감소 (%),즉석 떡볶이/면류,7.8,1.6,2.7
"가구주연령","20대","구입 변화",약간 감소 (%),즉석 밥류,5.5,8.3,14.3
"가구주연령","20대","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,10.9,15.6,17.5
"가구주연령","20대","구입 변화",약간 감소 (%),죽/스프류,13.1,47.6,29.0
"가구주연령","20대","구입 변화",약간 감소 (%),만두/피자류,3.1,12.3,15.0
"가구주연령","20대","구입 변화",약간 감소 (%),육류,11.3,35.0,27.2
"가구주연령","20대","구입 변화",약간 감소 (%),수산물,17.6,30.4,20.8
"가구주연령","20대","구입 변화",약간 감소 (%),소스/양념류,11.0,29.0,15.0
"가구주연령","20대","구입 변화",약간 감소 (%),즉석 떡볶이/면류,10.7,14.1,25.4
"가구주연령","20대","구입 변화",비슷 (%),즉석 밥류,47.3,65.5,49.6
"가구주연령","20대","구입 변화",비슷 (%),즉석 국류/찌개/탕류,47.1,57.6,46.0
"가구주연령","20대","구입 변화",비슷 (%),죽/스프류,68.8,28.3,55.4
"가구주연령","20대","구입 변화",비슷 (%),만두/피자류,47.2,51.8,30.7
"가구주연령","20대","구입 변화",비슷 (%),육류,68.2,47.2,49.9
"가구주연령","20대","구입 변화",비슷 (%),수산물,56.7,39.6,58.3
"가구주연령","20대","구입 변화",비슷 (%),소스/양념류,61.7,49.8,51.9
"가구주연령","20대","구입 변화",비슷 (%),즉석 떡볶이/면류,47.7,63.9,31.8
"가구주연령","20대","구입 변화",약간 증가 (%),즉석 밥류,36.3,24.9,29.6
"가구주연령","20대","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,33.4,24.0,32.9
"가구주연령","20대","구입 변화",약간 증가 (%),죽/스프류,11.2,12.5,8.0
"가구주연령","20대","구입 변화",약간 증가 (%),만두/피자류,34.4,34.1,54.4
"가구주연령","20대","구입 변화",약간 증가 (%),육류,16.0,2.9,12.9
"가구주연령","20대","구입 변화",약간 증가 (%),수산물,22.1,11.2,11.7
"가구주연령","20대","구입 변화",약간 증가 (%),소스/양념류,19.6,14.3,21.9
"가구주연령","20대","구입 변화",약간 증가 (%),즉석 떡볶이/면류,26.2,20.3,40.1
"가구주연령","20대","구입 변화",매우 증가 (%),즉석 밥류,9.1,0.0,5.4
"가구주연령","20대","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,6.4,0.0,0.9
"가구주연령","20대","구입 변화",매우 증가 (%),죽/스프류,2.0,1.3,0.0
"가구주연령","20대","구입 변화",매우 증가 (%),만두/피자류,9.8,1.8,0.0
"가구주연령","20대","구입 변화",매우 증가 (%),육류,0.0,0.0,6.0
"가구주연령","20대","구입 변화",매우 증가 (%),수산물,0.0,0.0,2.4
"가구주연령","20대","구입 변화",매우 증가 (%),소스/양념류,1.0,0.0,1.8
"가구주연령","20대","구입 변화",매우 증가 (%),즉석 떡볶이/면류,7.6,0.0,0.0
"가구주연령","20대","구입 변화",평균 (점),즉석 밥류,3.45,3.14,3.24
"가구주연령","20대","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.31,3.03,3.12
"가구주연령","20대","구입 변화",평균 (점),죽/스프류,2.92,2.47,2.64
"가구주연령","20대","구입 변화",평균 (점),만두/피자류,3.40,3.25,3.39
"가구주연령","20대","구입 변화",평균 (점),육류,2.96,2.38,2.90
"가구주연령","20대","구입 변화",평균 (점),수산물,2.97,2.43,2.82
"가구주연령","20대","구입 변화",평균 (점),소스/양념류,2.97,2.72,2.92
"가구주연령","20대","구입 변화",평균 (점),즉석 떡볶이/면류,3.15,3.03,3.09
"가구주연령","30대","구입 경험 (%)",구입 없음,즉석 밥류,3.2,2.1,2.2
"가구주연령","30대","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,6.5,7.5,5.8
"가구주연령","30대","구입 경험 (%)",구입 없음,죽/스프류,25.7,24.8,23.3
"가구주연령","30대","구입 경험 (%)",구입 없음,만두/피자류,3.0,3.4,2.3
"가구주연령","30대","구입 경험 (%)",구입 없음,육류,15.5,19.6,13.3
"가구주연령","30대","구입 경험 (%)",구입 없음,수산물,28.4,18.0,24.8
"가구주연령","30대","구입 경험 (%)",구입 없음,소스/양념류,8.0,15.8,5.5
"가구주연령","30대","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,7.6,6.3,4.8
"가구주연령","30대","구입 경험 (%)",구입 있음,즉석 밥류,96.8,97.9,97.8
"가구주연령","30대","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,93.5,92.5,94.2
"가구주연령","30대","구입 경험 (%)",구입 있음,죽/스프류,74.3,75.2,76.7
"가구주연령","30대","구입 경험 (%)",구입 있음,만두/피자류,97.0,96.6,97.7
